ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"6,272,650",235,50,0.19,1,"805,603","21,549,880,250","26,750","26,800","26,600","26,700",2024/12/30
"6,156,700",232,0,0.00,3,"805,603","21,509,600,100","26,700","26,700","26,450","26,500",2024/12/27
"87,369,550","3,288",-150,-0.56,2,"805,603","21,509,600,100","26,700","27,000","26,400","27,000",2024/12/26
"254,753,750","9,431",-300,-1.10,2,"805,603","21,630,440,550","26,850","27,150","26,650","27,150",2024/12/24
"18,607,750",690,350,1.31,1,"805,603","21,872,121,450","27,150","27,150","26,700","26,900",2024/12/23
"27,308,400","1,021",-600,-2.19,2,"805,603","21,590,160,400","26,800","27,550","26,500","27,550",2024/12/20
"7,352,950",268,-250,-0.90,2,"805,603","22,073,522,200","27,400","27,600","27,200","27,600",2024/12/19
"26,590,500",967,-150,-0.54,2,"805,603","22,274,922,950","27,650","28,050","27,050","28,050",2024/12/18
"115,162,300","4,157",800,2.96,1,"805,603","22,395,763,400","27,800","28,300","26,900","27,200",2024/12/17
"9,627,200",354,-250,-0.92,2,"805,603","21,751,281,000","27,000","27,500","26,950","27,250",2024/12/16
"34,157,450","1,268",200,0.74,1,"805,603","21,952,681,750","27,250","27,250","26,750","27,050",2024/12/13
"31,913,300","1,186",50,0.19,1,"805,603","21,791,561,150","27,050","27,100","26,500","27,000",2024/12/12
"14,528,200",538,0,0.00,3,"805,603","21,751,281,000","27,000","27,200","26,550","27,200",2024/12/11
"7,682,900",286,100,0.37,1,"805,603","21,751,281,000","27,000","28,200","26,150","26,600",2024/12/10
"17,773,500",660,-450,-1.65,2,"805,603","21,670,720,700","26,900","27,400","26,550","27,400",2024/12/09
"7,578,000",277,-250,-0.91,2,"805,603","22,033,242,050","27,350","27,550","27,050","27,050",2024/12/06
"24,817,900",892,300,1.10,1,"805,603","22,234,642,800","27,600","28,000","26,950","27,500",2024/12/05
"22,321,500",809,-600,-2.15,2,"805,603","21,992,961,900","27,300","28,000","27,300","28,000",2024/12/04
"102,703,250","3,746",-50,-0.18,2,"805,603","22,476,323,700","27,900","27,900","26,950","27,550",2024/12/03
"43,366,650","1,575",-150,-0.53,2,"805,603","22,516,603,850","27,950","28,200","27,300","28,200",2024/12/02
"32,813,400","1,172",100,0.36,1,"805,603","22,637,444,300","28,100","28,100","27,750","28,100",2024/11/29
"44,739,250","1,606",0,0.00,3,"805,603","22,556,884,000","28,000","28,100","27,700","27,700",2024/11/28
"36,636,500","1,299",-100,-0.36,2,"805,603","22,556,884,000","28,000","28,550","27,950","28,400",2024/11/27
"27,385,950",975,-50,-0.18,2,"805,603","22,637,444,300","28,100","28,200","27,850","28,200",2024/11/26
"38,370,750","1,369",0,0.00,3,"805,603","22,677,724,450","28,150","28,200","27,800","28,150",2024/11/25
"39,044,750","1,404",50,0.18,1,"805,603","22,677,724,450","28,150","28,250","27,350","28,100",2024/11/22
"86,760,700","3,121",50,0.18,1,"805,603","22,637,444,300","28,100","28,350","26,250","28,300",2024/11/21
"155,625,100","5,736",-700,-2.43,2,"805,603","22,597,164,150","28,050","28,900","25,950","28,750",2024/11/20
"64,020,500","2,234",-200,-0.69,2,"805,603","23,161,086,250","28,750","29,050","28,450","29,050",2024/11/19
"11,458,250",394,-500,-1.70,2,"805,603","23,322,206,850","28,950","29,450","28,850","29,300",2024/11/18
"6,434,650",219,-100,-0.34,2,"805,603","23,725,008,350","29,450","29,900","29,250","29,550",2024/11/15
"2,422,300",82,-50,-0.17,2,"805,603","23,805,568,650","29,550","29,600","29,350","29,600",2024/11/14
"7,952,000",270,-200,-0.67,2,"805,603","23,845,848,800","29,600","29,800","29,200","29,500",2024/11/13
"5,659,100",191,50,0.17,1,"805,603","24,006,969,400","29,800","29,900","29,550","29,550",2024/11/12
"15,942,500",539,-650,-2.14,2,"805,603","23,966,689,250","29,750","30,350","29,250","30,000",2024/11/11
"1,180,600",39,150,0.50,1,"805,603","24,490,331,200","30,400","30,400","30,100","30,250",2024/11/08
"7,013,700",234,150,0.50,1,"805,603","24,369,490,750","30,250","30,250","29,700","30,150",2024/11/07
"3,577,900",119,100,0.33,1,"805,603","24,248,650,300","30,100","30,150","30,050","30,050",2024/11/06
"2,948,150",97,0,0.00,3,"805,603","24,168,090,000","30,000","30,150","29,750","30,000",2024/11/05
"3,635,900",122,50,0.17,1,"805,603","24,168,090,000","30,000","30,050","29,550","30,000",2024/11/04
"8,089,700",271,0,0.00,3,"805,603","24,127,809,850","29,950","30,150","29,500","30,150",2024/11/01
"9,128,450",306,0,0.00,3,"805,603","24,127,809,850","29,950","29,950","29,750","29,950",2024/10/31
"13,361,600",447,-50,-0.17,2,"805,603","24,127,809,850","29,950","30,100","29,750","30,100",2024/10/30
"5,625,900",189,0,0.00,3,"805,603","24,168,090,000","30,000","30,000","29,600","30,000",2024/10/29
"20,583,100",696,50,0.17,1,"805,603","24,168,090,000","30,000","30,050","28,400","29,950",2024/10/28
"3,398,100",114,50,0.17,1,"805,603","24,127,809,850","29,950","30,000","29,250","30,000",2024/10/25
"108,020,700","3,634",-600,-1.97,2,"805,603","24,087,529,700","29,900","30,650","29,100","30,650",2024/10/24
"5,143,750",169,50,0.16,1,"805,603","24,570,891,500","30,500","30,500","30,250","30,250",2024/10/23
"47,047,200","1,556",-350,-1.14,2,"805,603","24,530,611,350","30,450","30,800","30,000","30,750",2024/10/22
"15,935,300",521,-50,-0.16,2,"805,603","24,812,572,400","30,800","30,850","30,200","30,850",2024/10/21
"28,573,900",936,-150,-0.48,2,"805,603","24,852,852,550","30,850","31,200","30,250","30,550",2024/10/18
"9,113,900",293,50,0.16,1,"805,603","24,973,693,000","31,000","31,150","30,850","30,900",2024/10/17
"31,774,000","1,028",-50,-0.16,2,"805,603","24,933,412,850","30,950","31,300","30,750","31,300",2024/10/16
"24,058,600",779,-300,-0.96,2,"805,603","24,973,693,000","31,000","31,250","30,650","31,250",2024/10/15
"7,116,650",229,-100,-0.32,2,"805,603","25,215,373,900","31,300","31,450","30,850","31,400",2024/10/14
"3,226,600",103,-50,-0.16,2,"805,603","25,295,934,200","31,400","31,450","31,200","31,400",2024/10/11
"2,783,300",89,150,0.48,1,"805,603","25,336,214,350","31,450","31,500","31,000","31,000",2024/10/10
"7,076,550",225,-150,-0.48,2,"805,603","25,215,373,900","31,300","31,700","31,300","31,400",2024/10/08
"18,343,750",584,-200,-0.63,2,"805,603","25,336,214,350","31,450","31,900","30,800","31,500",2024/10/07
"6,126,050",194,150,0.48,1,"805,603","25,497,334,950","31,650","31,750","31,300","31,600",2024/10/04
"4,561,100",145,0,0.00,3,"805,603","25,376,494,500","31,500","31,700","31,300","31,450",2024/10/02
"4,894,900",155,150,0.48,1,"805,603","25,376,494,500","31,500","31,750","31,250","31,750",2024/09/30
"52,763,450","1,689",-400,-1.26,2,"805,603","25,255,654,050","31,350","31,900","30,600","31,550",2024/09/27
"21,365,050",676,150,0.47,1,"805,603","25,577,895,250","31,750","31,850","31,450","31,600",2024/09/26
"8,141,700",258,-200,-0.63,2,"805,603","25,457,054,800","31,600","31,950","30,950","31,950",2024/09/25
"2,353,150",74,0,0.00,3,"805,603","25,618,175,400","31,800","31,950","31,750","31,950",2024/09/24
"8,817,100",277,-200,-0.63,2,"805,603","25,618,175,400","31,800","32,000","31,800","32,000",2024/09/23
"2,736,150",86,100,0.31,1,"805,603","25,779,296,000","32,000","32,000","31,700","32,000",2024/09/20
"1,433,350",45,-100,-0.31,2,"805,603","25,698,735,700","31,900","32,000","31,550","32,000",2024/09/19
"25,462,000",808,0,0.00,3,"805,603","25,779,296,000","32,000","32,300","31,100","32,200",2024/09/13
"3,510,200",110,0,0.00,3,"805,603","25,779,296,000","32,000","32,200","31,650","32,150",2024/09/12
"1,919,900",60,100,0.31,1,"805,603","25,779,296,000","32,000","32,000","31,950","32,000",2024/09/11
"10,538,650",331,-400,-1.24,2,"805,603","25,698,735,700","31,900","32,500","31,650","32,000",2024/09/10
"4,502,750",140,-150,-0.46,2,"805,603","26,020,976,900","32,300","32,500","31,800","32,500",2024/09/09
"7,028,600",218,-200,-0.61,2,"805,603","26,141,817,350","32,450","32,700","31,700","32,700",2024/09/06
"8,341,450",256,0,0.00,3,"805,603","26,302,937,950","32,650","32,900","32,250","32,700",2024/09/05
"7,339,200",225,-350,-1.06,2,"805,603","26,302,937,950","32,650","33,150","32,300","33,150",2024/09/04
"1,615,300",49,0,0.00,3,"805,603","26,584,899,000","33,000","33,000","32,950","32,950",2024/09/03
"5,057,100",154,0,0.00,3,"805,603","26,584,899,000","33,000","33,000","32,700","33,000",2024/09/02
"17,969,450",547,-450,-1.35,2,"805,603","26,584,899,000","33,000","33,450","32,700","33,450",2024/08/30
"1,137,300",34,-50,-0.15,2,"805,603","26,947,420,350","33,450","33,450","33,450","33,450",2024/08/29
"4,208,200",126,50,0.15,1,"805,603","26,987,700,500","33,500","33,500","33,100","33,450",2024/08/28
"15,227,450",463,450,1.36,1,"805,603","26,947,420,350","33,450","33,450","32,650","32,950",2024/08/27
"6,855,500",208,-250,-0.75,2,"805,603","26,584,899,000","33,000","33,250","32,600","33,250",2024/08/26
"1,990,300",60,0,0.00,3,"805,603","26,786,299,750","33,250","33,300","32,800","33,200",2024/08/23
"4,044,550",122,-250,-0.75,2,"805,603","26,786,299,750","33,250","33,450","33,000","33,450",2024/08/22
"2,131,450",64,50,0.15,1,"805,603","26,987,700,500","33,500","33,500","33,000","33,450",2024/08/21
"3,720,800",112,250,0.75,1,"805,603","26,947,420,350","33,450","33,450","33,100","33,350",2024/08/20
"9,120,100",276,50,0.15,1,"805,603","26,746,019,600","33,200","33,450","32,900","33,450",2024/08/19
