ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,경기도 안성시 양성면 동항공단길 49,이동준,031-8052-9090,2025.08.08 AM 11:42:51,2012/03/02,	http://www.oceanbridge.co.kr,특수 목적용 기계 제조업,KR7241790005,TEMC CNS,티이엠씨씨엔에스,241790,2016/12/01,"10,002,634",500,우량기업부
