ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,충청남도 아산시 음봉면 연암율금로 77-20 (주)피엠티,조용호,041-423-0200,2025.08.08 AM 11:44:50,2004/05/12,pmt23.com,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7147760003,Protec Mems Technology,피엠티,147760,2016/12/12,"10,819,866",500,벤처기업부
