ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"504,082,650","14,688",-250,-0.72,2,"9,874,070","338,186,897,500","34,250","34,850","34,200","34,500",2024/12/30
"530,231,250","15,333",-500,-1.43,2,"9,874,070","340,655,415,000","34,500","35,000","34,500","35,000",2024/12/27
"703,741,850","20,090",-200,-0.57,2,"9,874,070","345,592,450,000","35,000","35,600","34,750","35,200",2024/12/26
"616,789,100","17,387",-750,-2.09,2,"9,874,070","347,567,264,000","35,200","36,300","35,150","35,950",2024/12/24
"819,885,450","22,830","1,200",3.45,1,"9,874,070","354,972,816,500","35,950","36,350","35,000","35,400",2024/12/23
"1,012,519,150","28,726","-1,250",-3.47,2,"9,874,070","343,123,932,500","34,750","36,500","34,750","35,600",2024/12/20
"493,381,000","13,698",0,0.00,3,"9,874,070","355,466,520,000","36,000","36,350","35,250","35,450",2024/12/19
"448,705,000","12,490",-200,-0.55,2,"9,874,070","355,466,520,000","36,000","36,450","35,700","36,200",2024/12/18
"1,258,348,150","34,661",350,0.98,1,"9,874,070","357,441,334,000","36,200","36,800","35,750","35,900",2024/12/17
"1,244,617,700","34,571",50,0.14,1,"9,874,070","353,985,409,500","35,850","36,700","35,500","36,200",2024/12/16
"1,170,743,350","32,825",-200,-0.56,2,"9,874,070","353,491,706,000","35,800","36,000","35,450","36,000",2024/12/13
"825,639,900","23,043",-50,-0.14,2,"9,874,070","355,466,520,000","36,000","36,500","35,350","36,250",2024/12/12
"873,875,300","24,355",750,2.12,1,"9,874,070","355,960,223,500","36,050","36,250","35,100","35,150",2024/12/11
"950,717,500","27,107",750,2.17,1,"9,874,070","348,554,671,000","35,300","35,450","34,200","34,200",2024/12/10
"1,014,756,100","29,162",-850,-2.40,2,"9,874,070","341,149,118,500","34,550","35,250","34,550","35,250",2024/12/09
"647,219,000","18,479",400,1.14,1,"9,874,070","349,542,078,000","35,400","35,500","34,700","35,300",2024/12/06
"347,132,950","9,973",300,0.86,1,"9,874,070","345,592,450,000","35,000","35,100","34,400","34,700",2024/12/05
"499,926,100","14,504",150,0.43,1,"9,874,070","342,630,229,000","34,700","34,750","33,900","33,900",2024/12/04
"187,812,650","5,422",-50,-0.14,2,"10,169,410","351,353,115,500","34,550","34,950","34,450","34,600",2024/12/03
"226,067,050","6,537",100,0.29,1,"10,169,410","351,861,586,000","34,600","34,700","34,250","34,500",2024/12/02
"262,772,000","7,638",-100,-0.29,2,"10,169,410","350,844,645,000","34,500","35,000","34,050","34,600",2024/11/29
"297,907,150","8,551",100,0.29,1,"10,169,410","351,861,586,000","34,600","35,150","34,200","34,200",2024/11/28
"477,117,650","13,749",500,1.47,1,"10,169,410","350,844,645,000","34,500","35,000","34,100","34,300",2024/11/27
"441,018,050","13,040",0,0.00,3,"10,169,410","345,759,940,000","34,000","34,200","33,700","34,200",2024/11/26
"295,011,300","8,675",-150,-0.44,2,"10,169,410","345,759,940,000","34,000","34,600","33,900","34,600",2024/11/25
"405,444,150","11,866",-250,-0.73,2,"10,169,410","347,285,351,500","34,150","34,900","34,000","34,900",2024/11/22
"400,635,750","11,642",0,0.00,3,"10,169,410","349,827,704,000","34,400","34,850","34,100","34,550",2024/11/21
