ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"852,413,895","260,127",-530,-14.46,2,"60,911,106","190,956,317,310","3,135","3,635","3,135","3,635",2024/12/30
"2,741,877,555","779,973",355,10.73,1,"60,911,106","223,239,203,490","3,665","3,675","3,310","3,310",2024/12/27
"1,421,549,640","423,724",45,1.38,1,"60,911,106","201,615,760,860","3,310","3,420","3,250","3,260",2024/12/26
"955,920,950","295,463",145,4.65,1,"60,911,106","198,874,761,090","3,265","3,265","3,105","3,120",2024/12/24
"800,999,295","254,734",45,1.46,1,"60,911,106","190,042,650,720","3,120","3,275","2,980","3,080",2024/12/23
"771,837,980","256,389",165,5.67,1,"60,911,106","187,301,650,950","3,075","3,115","2,860","2,910",2024/12/20
"694,981,060","248,478",180,6.59,1,"60,911,106","177,251,318,460","2,910","2,910","2,680","2,715",2024/12/19
"291,286,215","108,027",100,3.80,1,"60,911,106","166,287,319,380","2,730","2,735","2,580","2,605",2024/12/18
"89,645,010","34,402",30,1.15,1,"60,911,106","160,196,208,780","2,630","2,640","2,570","2,620",2024/12/17
"137,456,640","52,677",-5,-0.19,2,"60,911,106","158,368,875,600","2,600","2,635","2,595","2,635",2024/12/16
"87,236,990","33,442",0,0.00,3,"60,911,106","158,673,431,130","2,605","2,630","2,565","2,620",2024/12/13
"50,840,305","19,602",45,1.76,1,"60,911,106","158,673,431,130","2,605","2,620","2,560","2,560",2024/12/12
"121,255,945","48,290",65,2.61,1,"60,911,106","155,932,431,360","2,560","2,560","2,455","2,490",2024/12/11
"96,045,590","39,227",95,3.96,1,"60,911,106","151,973,209,470","2,495","2,495","2,400","2,420",2024/12/10
"336,967,670","140,691",-105,-4.19,2,"60,911,106","146,186,654,400","2,400","2,500","2,345","2,420",2024/12/09
"102,478,690","40,865",-35,-1.38,2,"60,911,106","152,582,320,530","2,505","2,545","2,490","2,540",2024/12/06
"378,372,475","149,449",-30,-1.17,2,"60,911,106","154,714,209,240","2,540","2,570","2,510","2,570",2024/12/05
"121,885,455","47,518",-45,-1.72,2,"60,911,106","156,541,542,420","2,570","2,610","2,540","2,585",2024/12/04
"102,063,635","39,087",20,0.77,1,"60,911,106","159,282,542,190","2,615","2,630","2,590","2,595",2024/12/03
"37,854,840","14,587",-20,-0.76,2,"60,911,106","158,064,320,070","2,595","2,620","2,570","2,615",2024/12/02
"45,120,170","17,164",-55,-2.06,2,"60,911,106","159,282,542,190","2,615","2,665","2,615","2,645",2024/11/29
"49,924,105","18,943",30,1.14,1,"60,911,106","162,632,653,020","2,670","2,670","2,610","2,660",2024/11/28
"100,280,865","38,287",-30,-1.12,2,"60,911,106","160,805,319,840","2,640","2,705","2,570","2,670",2024/11/27
"28,410,985","10,690",5,0.19,1,"60,911,106","162,632,653,020","2,670","2,680","2,650","2,665",2024/11/26
"58,759,760","22,157",10,0.38,1,"60,911,106","162,328,097,490","2,665","2,670","2,630","2,660",2024/11/25
"62,252,535","23,499",10,0.38,1,"60,911,106","161,718,986,430","2,655","2,670","2,605","2,645",2024/11/22
"67,061,240","25,456",10,0.38,1,"60,911,106","161,109,875,370","2,645","2,655","2,595","2,635",2024/11/21
"134,557,040","51,442",-5,-0.19,2,"60,911,106","160,500,764,310","2,635","2,655","2,470","2,645",2024/11/20
"106,131,835","40,455",35,1.34,1,"60,911,106","160,805,319,840","2,640","2,640","2,600","2,635",2024/11/19
"110,542,520","42,431",50,1.96,1,"60,911,106","158,673,431,130","2,605","2,640","2,540","2,555",2024/11/18
"68,197,770","26,875",0,0.00,3,"60,911,106","155,627,875,830","2,555","2,580","2,500","2,555",2024/11/15
"126,096,045","49,924",35,1.39,1,"60,911,106","155,627,875,830","2,555","2,570","2,510","2,515",2024/11/14
"275,331,800","108,560",20,0.80,1,"60,911,106","153,495,987,120","2,520","2,675","2,460","2,545",2024/11/13
"368,207,185","144,941",-140,-5.30,2,"60,911,106","152,277,765,000","2,500","2,635","2,490","2,620",2024/11/12
"171,999,425","65,080",-75,-2.76,2,"60,911,106","160,805,319,840","2,640","2,720","2,600","2,720",2024/11/11
"125,111,740","45,697",-45,-1.63,2,"60,911,106","165,373,652,790","2,715","2,785","2,710","2,785",2024/11/08
"67,008,415","24,197",-35,-1.25,2,"60,911,106","168,114,652,560","2,760","2,825","2,750","2,795",2024/11/07
"68,755,260","24,651",5,0.18,1,"60,911,106","170,246,541,270","2,795","2,820","2,775","2,790",2024/11/06
"74,631,065","26,783",-5,-0.18,2,"60,911,106","169,941,985,740","2,790","2,830","2,770","2,790",2024/11/05
"41,203,260","14,829",15,0.54,1,"60,911,106","170,246,541,270","2,795","2,810","2,760","2,810",2024/11/04
"25,673,720","9,241",-20,-0.71,2,"60,911,106","169,332,874,680","2,780","2,820","2,770","2,820",2024/11/01
"193,450,255","69,469",-15,-0.53,2,"60,911,106","170,551,096,800","2,800","2,820","2,755","2,820",2024/10/31
"105,184,780","37,358",-10,-0.35,2,"60,911,106","171,464,763,390","2,815","2,855","2,800","2,830",2024/10/30
"50,296,955","17,748",-5,-0.18,2,"60,911,106","172,073,874,450","2,825","2,850","2,825","2,830",2024/10/29
"127,935,895","45,087",-50,-1.74,2,"60,911,106","172,378,429,980","2,830","2,870","2,825","2,835",2024/10/28
