ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"65,154,000","4,107",60,0.38,1,"2,113,885","33,716,465,750","15,950","16,120","14,910","15,510",2024/12/30
"26,751,610","1,691",-230,-1.43,2,"2,113,885","33,589,632,650","15,890","16,120","15,800","16,120",2024/12/27
"40,981,640","2,533",-220,-1.35,2,"2,113,885","34,075,826,200","16,120","16,450","16,040","16,340",2024/12/26
"12,219,580",750,90,0.55,1,"2,113,885","34,540,880,900","16,340","16,500","16,220","16,390",2024/12/24
"19,526,110","1,203",250,1.56,1,"2,113,885","34,350,631,250","16,250","16,310","16,000","16,000",2024/12/23
"44,859,000","2,788",-320,-1.96,2,"2,113,885","33,822,160,000","16,000","16,300","16,000","16,090",2024/12/20
"18,834,020","1,155",30,0.18,1,"2,113,885","34,498,603,200","16,320","16,390","16,250","16,290",2024/12/19
"23,665,570","1,457",150,0.93,1,"2,113,885","34,435,186,650","16,290","16,400","16,120","16,140",2024/12/18
"20,426,930","1,264",-60,-0.37,2,"2,113,885","34,118,103,900","16,140","16,200","16,140","16,200",2024/12/17
"70,411,440","4,332",-170,-1.04,2,"2,113,885","34,244,937,000","16,200","16,380","16,190","16,370",2024/12/16
"42,807,160","2,618",170,1.05,1,"2,113,885","34,604,297,450","16,370","16,490","16,240","16,490",2024/12/13
"31,513,220","1,934",-90,-0.55,2,"2,113,885","34,244,937,000","16,200","16,450","16,200","16,290",2024/12/12
"95,570,710","5,916",60,0.37,1,"2,113,885","34,435,186,650","16,290","16,290","15,730","16,220",2024/12/11
"75,179,220","4,707",710,4.57,1,"2,113,885","34,308,353,550","16,230","16,290","15,530","15,900",2024/12/10
"98,230,620","6,351",-460,-2.88,2,"2,113,885","32,807,495,200","15,520","15,980","15,390","15,980",2024/12/09
"87,138,500","5,531",-20,-0.13,2,"2,113,885","33,779,882,300","15,980","16,030","15,500","15,820",2024/12/06
"49,010,760","3,060",-200,-1.23,2,"2,113,885","33,822,160,000","16,000","16,100","15,920","16,100",2024/12/05
"90,705,650","5,561",-250,-1.52,2,"2,113,885","34,244,937,000","16,200","16,700","15,750","16,230",2024/12/04
"104,886,130","6,448",90,0.55,1,"2,113,885","34,773,408,250","16,450","16,680","15,940","15,940",2024/12/03
"47,473,950","2,866",-270,-1.62,2,"2,113,885","34,583,158,600","16,360","16,650","16,360","16,510",2024/12/02
"58,755,530","3,566",140,0.85,1,"2,113,885","35,153,907,550","16,630","16,700","16,060","16,060",2024/11/29
"71,062,370","4,342",330,2.04,1,"2,113,885","34,857,963,650","16,490","16,510","16,000","16,350",2024/11/28
"77,063,670","4,778",210,1.32,1,"2,113,885","34,160,381,600","16,160","16,300","15,600","15,600",2024/11/27
"39,154,170","2,458",30,0.19,1,"2,113,885","33,716,465,750","15,950","16,000","15,860","15,950",2024/11/26
"118,613,520","7,547",330,2.12,1,"2,113,885","33,653,049,200","15,920","15,950","15,500","15,750",2024/11/25
"53,835,150","3,457",-50,-0.32,2,"2,113,885","32,955,467,150","15,590","15,750","15,500","15,640",2024/11/22
"18,993,560","1,221",160,1.03,1,"2,113,885","33,061,161,400","15,640","15,700","15,410","15,510",2024/11/21
"26,300,060","1,700",-150,-0.96,2,"2,113,885","32,722,939,800","15,480","15,660","15,370","15,630",2024/11/20
"10,596,320",677,-60,-0.38,2,"2,113,885","33,040,022,550","15,630","15,750","15,610","15,750",2024/11/19
"141,156,140","9,128",190,1.23,1,"2,113,885","33,166,855,650","15,690","15,690","15,220","15,220",2024/11/18
"66,231,630","4,297",-100,-0.64,2,"2,113,885","32,765,217,500","15,500","15,740","15,180","15,210",2024/11/15
"144,016,020","9,493",470,3.11,1,"2,113,885","32,976,606,000","15,600","15,730","15,070","15,730",2024/11/14
"135,242,750","8,843",-490,-3.14,2,"2,113,885","31,983,080,050","15,130","15,890","15,110","15,520",2024/11/13
"108,060,630","6,966",-20,-0.13,2,"2,113,885","33,018,883,700","15,620","15,740","15,430","15,740",2024/11/12
"94,059,250","6,048",-260,-1.64,2,"2,113,885","33,061,161,400","15,640","15,980","15,200","15,900",2024/11/11
"103,912,270","6,561",140,0.89,1,"2,113,885","33,610,771,500","15,900","15,900","15,800","15,890",2024/11/08
"79,647,290","5,067",20,0.13,1,"2,113,885","33,314,827,600","15,760","15,890","15,620","15,650",2024/11/07
"78,033,480","4,966",40,0.25,1,"2,113,885","33,272,549,900","15,740","15,870","15,620","15,800",2024/11/06
"49,771,530","3,162",60,0.38,1,"2,113,885","33,187,994,500","15,700","15,930","15,570","15,850",2024/11/05
"29,176,710","1,865",-170,-1.08,2,"2,113,885","33,061,161,400","15,640","16,170","15,600","15,820",2024/11/04
"24,647,620","1,561",-20,-0.13,2,"2,113,885","33,420,521,850","15,810","16,160","15,500","15,800",2024/11/01
"21,400,650","1,358",40,0.25,1,"2,113,885","33,462,799,550","15,830","15,860","15,540","15,860",2024/10/31
"15,877,630","1,012",-10,-0.06,2,"2,113,885","33,378,244,150","15,790","15,890","15,600","15,890",2024/10/30
"54,729,810","3,473",0,0.00,3,"2,113,885","33,399,383,000","15,800","15,890","15,710","15,820",2024/10/29
"40,285,270","2,587",330,2.13,1,"2,113,885","33,399,383,000","15,800","15,870","15,470","15,470",2024/10/28
"155,871,930","10,036",-130,-0.83,2,"2,113,885","32,701,800,950","15,470","15,670","15,400","15,450",2024/10/25
