ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터)",박상일,031-546-6900,2025.08.08 AM 11:43:06,1997/04/07,www.parkafm.co.kr,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7140860008,Park Systems Corp.,파크시스템스,140860,2015/12/17,"6,992,497",500,우량기업부
