ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,경기도 화성시 삼성1로2길 29 -,이재혁,031-8036-5800,2025.08.08 AM 11:38:02,1999/10/16,www.elp.co.kr,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7063760003,ELP Corp.,이엘피,063760,2017/04/06,"9,325,130",500,벤처기업부
