ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,서울특별시 영등포구 여의나루로 60,이정국,02-3779-8839,2025.08.08 AM 11:35:47,2025/03/26,"",금융 지원 서비스업,KR70041J0004,LS Special Purpose Acquisition No1 Company,엘에스스팩1호,0041J0,2025/07/22,"4,110,000",100,SPAC(소속부없음)
