ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands",다이중치우 (DAI ZHONG QIU),86-510-68171266,2025.08.08 AM 11:40:43,2012/02/23,www.crystalnewmaterial.com,기타 금융업,KYG2115T1076,"China Crystal New Material Holdings Co., Ltd.",크리스탈신소재,900250,2016/01/28,"130,640,004",0.5,외국기업(소속부없음)
