ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"7,297,286","13,100",-4,-0.71,2,"64,041,675","35,607,171,300",556,563,553,560,2024/12/30
"12,052,451","21,444",-15,-2.61,2,"64,041,675","35,863,338,000",560,574,554,574,2024/12/27
"32,592,677","57,342",-10,-1.71,2,"64,041,675","36,823,963,125",575,587,559,581,2024/12/26
"21,665,622","37,336",7,1.21,1,"64,041,675","37,464,379,875",585,585,570,580,2024/12/24
"48,647,818","85,082",3,0.52,1,"64,041,675","37,016,088,150",578,580,545,574,2024/12/23
"23,142,571","40,599",5,0.88,1,"64,041,675","36,823,963,125",575,576,563,570,2024/12/20
"39,297,661","70,422",2,0.35,1,"64,041,675","36,503,754,750",570,570,552,552,2024/12/19
"13,510,235","23,828",-2,-0.35,2,"64,041,675","36,375,671,400",568,571,559,571,2024/12/18
"12,244,843","21,721",1,0.18,1,"64,041,675","36,503,754,750",570,570,553,569,2024/12/17
"23,986,314","42,367",0,0.00,3,"64,041,675","36,439,713,075",569,575,541,572,2024/12/16
"23,166,423","40,880",3,0.53,1,"64,041,675","36,439,713,075",569,572,550,566,2024/12/13
"36,955,392","65,480",1,0.18,1,"64,041,675","36,247,588,050",566,571,560,560,2024/12/12
"37,046,711","65,968",14,2.54,1,"64,041,675","36,183,546,375",565,569,549,558,2024/12/11
"64,432,027","117,592",26,4.95,1,"64,041,675","35,286,962,925",551,558,541,543,2024/12/10
"44,122,673","82,478",-27,-4.89,2,"64,041,675","33,621,879,375",525,553,525,552,2024/12/09
"94,666,836","169,070",-30,-5.15,2,"64,041,675","35,351,004,600",552,585,549,558,2024/12/06
"56,591,419","97,870",-8,-1.36,2,"64,041,675","37,272,254,850",582,591,569,585,2024/12/05
"42,378,238","72,515",-17,-2.80,2,"64,041,675","37,784,588,250",590,597,555,587,2024/12/04
"96,041,367","160,977",23,3.94,1,"64,041,675","38,873,296,725",607,614,584,584,2024/12/03
"80,807,545","138,992",-6,-1.02,2,"64,041,675","37,400,338,200",584,594,575,592,2024/12/02
"40,587,067","68,476",-10,-1.67,2,"64,041,675","37,784,588,250",590,601,590,601,2024/11/29
"22,051,790","36,957",2,0.33,1,"64,041,675","38,425,005,000",600,601,593,599,2024/11/28
"31,410,748","52,485",-9,-1.48,2,"64,041,675","38,296,921,650",598,607,595,601,2024/11/27
"30,789,287","50,895",-5,-0.82,2,"64,041,675","38,873,296,725",607,612,603,612,2024/11/26
"40,147,276","66,334",12,2.00,1,"64,041,675","39,193,505,100",612,613,596,603,2024/11/25
"119,309,313","200,651",16,2.74,1,"64,041,675","38,425,005,000",600,625,582,587,2024/11/22
"85,707,225","146,231",-17,-2.83,2,"64,041,675","37,400,338,200",584,601,571,594,2024/11/21
"20,831,711","34,698",-5,-0.83,2,"64,041,675","38,489,046,675",601,609,594,605,2024/11/20
"30,655,524","51,136",0,0.00,3,"64,041,675","38,809,255,050",606,608,593,603,2024/11/19
"55,921,046","92,028",-5,-0.82,2,"64,041,675","38,809,255,050",606,615,602,611,2024/11/18
"71,224,098","119,264",6,0.99,1,"64,041,675","39,129,463,425",611,619,589,606,2024/11/15
"22,616,663","36,970",-14,-2.26,2,"64,041,675","38,745,213,375",605,628,602,619,2024/11/14
"344,027,010","555,179",21,3.51,1,"64,041,675","39,641,796,825",619,652,580,593,2024/11/13
"185,562,323","304,850",-19,-3.08,2,"64,041,675","38,296,921,650",598,650,583,650,2024/11/12
"201,380,668","322,528",-41,-6.23,2,"64,041,675","39,513,713,475",617,657,611,657,2024/11/11
"80,137,678","122,628",17,2.65,1,"64,041,675","42,139,422,150",658,667,639,640,2024/11/08
"89,276,260","138,233",-26,-3.90,2,"64,041,675","41,050,713,675",641,672,635,667,2024/11/07
"107,005,547","160,761",-20,-2.91,2,"64,041,675","42,715,797,225",667,691,650,687,2024/11/06
"139,740,921","203,946",17,2.54,1,"64,041,675","43,996,630,725",687,701,663,663,2024/11/05
"82,851,214","124,184",12,1.82,1,"64,041,675","42,907,922,250",670,674,659,665,2024/11/04
"116,116,580","178,270",2,0.30,1,"64,041,675","42,139,422,150",658,669,635,658,2024/11/01
"29,292,657","44,755",-5,-0.76,2,"64,041,675","42,011,338,800",656,663,645,656,2024/10/31
"65,848,070","99,119",-6,-0.90,2,"64,041,675","42,331,547,175",661,670,661,667,2024/10/30
"29,539,872","44,559",-1,-0.15,2,"64,041,675","42,715,797,225",667,672,659,661,2024/10/29
"36,978,891","56,243",14,2.14,1,"64,041,675","42,779,838,900",668,671,645,647,2024/10/28
"28,877,212","44,344",2,0.31,1,"64,041,675","41,883,255,450",654,668,641,652,2024/10/25
"135,569,980","209,010",-12,-1.81,2,"64,041,675","41,755,172,100",652,677,630,660,2024/10/24
"250,084,739","374,271",-33,-4.73,2,"64,041,675","42,523,672,200",664,697,660,697,2024/10/23
"120,031,988","171,194",-12,-1.69,2,"64,041,675","44,637,047,475",697,717,685,711,2024/10/22
"209,029,186","297,378",3,0.42,1,"64,041,675","45,405,547,575",709,716,696,712,2024/10/21
"161,482,411","233,611",15,2.17,1,"64,041,675","45,213,422,550",706,710,680,691,2024/10/18
"935,222,299","1,324,898",25,3.75,1,"64,041,675","44,252,797,425",691,733,667,667,2024/10/17
"145,425,468","216,359",-17,-2.49,2,"64,041,675","42,651,755,550",666,685,662,683,2024/10/16
"175,469,654","255,009",-22,-3.12,2,"64,041,675","43,740,464,025",683,703,680,700,2024/10/15
"240,797,853","337,928",-23,-3.16,2,"64,041,675","45,149,380,875",705,741,695,741,2024/10/14
"208,255,934","290,401",16,2.25,1,"64,041,675","46,622,339,400",728,730,700,712,2024/10/11
"338,317,611","471,426",-33,-4.43,2,"64,041,675","45,597,672,600",712,744,707,742,2024/10/10
"1,313,040,715","1,700,791",-41,-5.22,2,"64,041,675","47,711,047,875",745,802,742,779,2024/10/08
"3,873,890,756","4,788,825",31,4.11,1,"64,041,675","50,336,756,550",786,850,748,755,2024/10/07
"750,225,714","973,439",-25,-3.21,2,"64,041,675","48,351,464,625",755,802,753,783,2024/10/04
"2,678,581,293","3,341,124",-32,-3.94,2,"64,041,675","49,952,506,500",780,833,759,790,2024/10/02
"11,432,954,304","14,312,278",87,12.00,1,"64,041,675","52,001,840,100",812,844,706,706,2024/09/30
"7,700,672,195","10,107,738",35,5.07,1,"64,041,675","46,430,214,375",725,810,708,710,2024/09/27
"1,422,569,731","2,093,649",-21,-2.95,2,"64,041,675","44,188,755,750",690,696,665,687,2024/09/26
"16,796,383,017","21,325,466",69,10.75,1,"64,041,675","45,533,630,925",711,834,666,676,2024/09/25
"42,169,960","65,753",-8,-1.23,2,"64,041,675","41,114,755,350",642,651,630,650,2024/09/24
"37,269,949","57,753",6,0.93,1,"64,041,675","41,627,088,750",650,656,630,644,2024/09/23
"47,691,479","74,093",-3,-0.46,2,"64,041,675","41,242,838,700",644,658,638,650,2024/09/20
"67,202,422","103,682",-19,-2.85,2,"64,041,675","41,434,963,725",647,669,640,666,2024/09/19
"280,289,956","418,123",21,3.26,1,"64,041,675","42,651,755,550",666,691,649,651,2024/09/13
"74,324,633","115,604",15,2.38,1,"64,041,675","41,306,880,375",645,660,627,630,2024/09/12
"76,771,445","122,707",-4,-0.63,2,"64,041,675","40,346,255,250",630,644,614,627,2024/09/11
"59,383,009","94,019",-6,-0.94,2,"64,041,675","40,602,421,950",634,640,619,634,2024/09/10
