ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,"222 S Harbor Blvd. STE 820,830,  Anaheim, CA 92805 -",Thomas Park,1-310-631-7000,2025.08.08 AM 11:28:22,1978/05/01,ameridgecorp.com,자동차 부품 및 내장품 판매업,USU652221081,Ameridge Corporation,애머릿지,900100,2010/04/21,"46,037,292",1.5,외국기업(소속부없음)
