ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,충청북도 진천군  진천읍 부영길 49,임명진,(043)530-3300,2025.08.08 AM 11:46:24,1994/06/01,www.hyundaieverdigm.com,특수 목적용 기계 제조업,KR7041440009,HYUNDAI EVERDIGM,현대에버다임,041440,2003/11/14,"17,915,944",500,우량기업부
