ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,경기도 성남시 분당구 성남대로925번길 41 파인벤처빌딩 3층,김용환,"",2025.08.08 AM 11:26:26,2017/10/16,www.smartradarsystem.com,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7424960003,"Smart Radar System, Inc.",스마트레이더시스템,424960,2023/08/22,"15,677,340",500,기술성장기업부
