ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"170,841,798","207,047",2,0.24,1,"130,640,004","107,647,363,296",824,835,811,811,2024/12/30
"372,375,711","456,106",-8,-0.96,2,"130,640,004","107,386,083,288",822,834,805,833,2024/12/27
"284,241,073","336,953",-22,-2.58,2,"130,640,004","108,431,203,320",830,868,830,853,2024/12/26
"148,670,073","174,430",-8,-0.93,2,"130,640,004","111,305,283,408",852,869,849,851,2024/12/24
"125,541,663","146,231",3,0.35,1,"130,640,004","112,350,403,440",860,878,850,851,2024/12/23
"189,741,954","219,529",-28,-3.16,2,"130,640,004","111,958,483,428",857,892,857,883,2024/12/20
"287,602,382","324,166",-11,-1.23,2,"130,640,004","115,616,403,540",885,910,880,896,2024/12/19
"171,284,298","191,616",10,1.13,1,"130,640,004","117,053,443,584",896,898,887,893,2024/12/18
"172,206,406","193,998",-9,-1.01,2,"130,640,004","115,747,043,544",886,905,882,895,2024/12/17
"226,499,446","253,228",3,0.34,1,"130,640,004","116,922,803,580",895,900,875,895,2024/12/16
"283,947,934","319,475",16,1.83,1,"130,640,004","116,530,883,568",892,899,875,887,2024/12/13
"376,461,085","428,430",2,0.23,1,"130,640,004","114,440,643,504",876,888,870,888,2024/12/12
"453,180,931","523,152",38,4.55,1,"130,640,004","114,179,363,496",874,875,833,843,2024/12/11
"591,073,784","714,777",37,4.63,1,"130,640,004","109,215,043,344",836,846,797,799,2024/12/10
"629,342,822","778,924",-53,-6.22,2,"130,640,004","104,381,363,196",799,839,796,839,2024/12/09
"444,306,748","518,340",-24,-2.74,2,"130,640,004","111,305,283,408",852,885,840,876,2024/12/06
"392,453,549","442,977",-20,-2.23,2,"130,640,004","114,440,643,504",876,909,876,902,2024/12/05
"678,013,464","762,347",0,0.00,3,"130,640,004","117,053,443,584",896,915,870,890,2024/12/04
"262,317,716","292,543",8,0.90,1,"130,640,004","117,053,443,584",896,904,886,887,2024/12/03
"488,272,136","546,920",-11,-1.22,2,"130,640,004","116,008,323,552",888,911,885,900,2024/12/02
"299,324,198","333,389",-8,-0.88,2,"130,640,004","117,445,363,596",899,912,890,908,2024/11/29
"241,619,362","265,995",-11,-1.20,2,"130,640,004","118,490,483,628",907,918,904,911,2024/11/28
"484,862,639","525,852",-28,-2.96,2,"130,640,004","119,927,523,672",918,958,915,946,2024/11/27
