ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"31,183,100","1,816",10,0.06,1,"7,092,200","121,702,152,000","17,160","17,220","16,910","17,220",2024/12/30
"100,059,190","5,836",-200,-1.15,2,"7,092,200","121,631,230,000","17,150","17,320","17,000","17,300",2024/12/27
"63,694,350","3,642",-120,-0.69,2,"7,092,200","123,049,670,000","17,350","17,640","17,350","17,420",2024/12/26
"460,079,460","26,048",30,0.17,1,"7,092,200","123,900,734,000","17,470","18,050","17,020","17,020",2024/12/24
"61,523,190","3,522",110,0.63,1,"7,092,200","123,687,968,000","17,440","17,510","17,340","17,340",2024/12/23
"43,931,840","2,538",30,0.17,1,"7,092,200","122,907,826,000","17,330","17,400","17,240","17,400",2024/12/20
"70,114,130","4,046",-150,-0.86,2,"7,092,200","122,695,060,000","17,300","17,440","17,280","17,440",2024/12/19
"98,680,950","5,672",110,0.63,1,"7,092,200","123,758,890,000","17,450","17,600","17,340","17,370",2024/12/18
"189,593,090","10,907",-40,-0.23,2,"7,092,200","122,978,748,000","17,340","17,700","17,310","17,380",2024/12/17
"132,944,090","7,647",60,0.35,1,"7,092,200","123,262,436,000","17,380","17,460","17,320","17,320",2024/12/16
"53,549,420","3,087",-20,-0.12,2,"7,092,200","122,836,904,000","17,320","17,400","17,260","17,340",2024/12/13
"192,843,860","11,137",30,0.17,1,"7,092,200","122,978,748,000","17,340","17,420","17,220","17,400",2024/12/12
"75,377,580","4,352",0,0.00,3,"7,092,200","122,765,982,000","17,310","17,410","17,250","17,310",2024/12/11
"33,349,580","1,922",460,2.73,1,"7,092,200","122,765,982,000","17,310","17,400","17,200","17,320",2024/12/10
"219,899,260","13,022",-400,-2.32,2,"7,092,200","119,503,570,000","16,850","17,250","16,790","17,250",2024/12/09
"117,394,290","6,816",-90,-0.52,2,"7,092,200","122,340,450,000","17,250","17,390","17,150","17,190",2024/12/06
"45,776,220","2,639",110,0.64,1,"7,092,200","122,978,748,000","17,340","17,450","17,240","17,450",2024/12/05
"76,778,990","4,443",-320,-1.82,2,"7,092,200","122,198,606,000","17,230","17,450","17,230","17,250",2024/12/04
"461,435,570","26,024",320,1.86,1,"7,092,200","124,468,110,000","17,550","17,990","17,300","17,360",2024/12/03
"169,642,200","9,905",40,0.23,1,"7,092,200","122,198,606,000","17,230","17,480","17,070","17,310",2024/12/02
"238,983,230","13,937",-210,-1.21,2,"7,092,200","121,914,918,000","17,190","17,400","17,100","17,400",2024/11/29
"69,447,280","3,987",-20,-0.11,2,"7,092,200","123,404,280,000","17,400","17,530","17,280","17,280",2024/11/28
"310,690,870","17,898",-70,-0.40,2,"7,092,200","123,546,124,000","17,420","17,710","17,290","17,450",2024/11/27
"62,896,490","3,597",-10,-0.06,2,"7,092,200","124,042,578,000","17,490","17,620","17,360","17,620",2024/11/26
"75,798,140","4,342",230,1.33,1,"7,092,200","124,113,500,000","17,500","17,640","17,250","17,270",2024/11/25
"22,546,550","1,305",50,0.29,1,"7,092,200","122,482,294,000","17,270","17,450","17,220","17,220",2024/11/22
"45,688,110","2,644",40,0.23,1,"7,092,200","122,127,684,000","17,220","17,440","17,180","17,180",2024/11/21
"31,518,670","1,835",-10,-0.06,2,"7,092,200","121,843,996,000","17,180","17,540","17,100","17,540",2024/11/20
"181,324,450","10,532",-10,-0.06,2,"7,092,200","121,914,918,000","17,190","17,700","17,160","17,700",2024/11/19
"87,922,300","5,106",180,1.06,1,"7,092,200","121,985,840,000","17,200","17,660","17,020","17,600",2024/11/18
"186,070,670","10,949",0,0.00,3,"7,092,200","120,709,244,000","17,020","17,300","16,900","17,300",2024/11/15
"160,770,690","9,459",-320,-1.85,2,"7,092,200","120,709,244,000","17,020","17,400","16,920","17,400",2024/11/14
"113,836,070","6,600",-140,-0.80,2,"7,092,200","122,978,748,000","17,340","17,350","17,070","17,200",2024/11/13
"168,163,270","9,638",-450,-2.51,2,"7,092,200","123,971,656,000","17,480","17,920","17,390","17,920",2024/11/12
"395,789,260","22,203",-270,-1.48,2,"7,092,200","127,163,146,000","17,930","18,200","17,700","18,200",2024/11/11
"95,890,880","5,234",-320,-1.73,2,"7,092,200","129,078,040,000","18,200","18,880","18,130","18,590",2024/11/08
"52,117,390","2,838",-80,-0.43,2,"7,092,200","131,347,544,000","18,520","18,620","18,290","18,300",2024/11/07
"67,566,800","3,624",-110,-0.59,2,"7,092,200","131,914,920,000","18,600","18,730","18,520","18,520",2024/11/06
"86,634,010","4,643",50,0.27,1,"7,092,200","132,695,062,000","18,710","18,760","18,440","18,760",2024/11/05
"50,727,130","2,735",460,2.53,1,"7,092,200","132,340,452,000","18,660","18,720","18,200","18,250",2024/11/04
"256,282,640","13,802",260,1.45,1,"7,092,200","129,078,040,000","18,200","19,820","18,000","19,110",2024/11/01
"180,342,330","9,915",-240,-1.32,2,"7,092,200","127,234,068,000","17,940","18,180","17,890","18,100",2024/10/31
"85,982,880","4,748",-90,-0.49,2,"7,092,200","128,936,196,000","18,180","18,330","18,000","18,330",2024/10/30
"10,258,570",561,50,0.27,1,"7,092,200","129,574,494,000","18,270","18,570","18,230","18,240",2024/10/29
"57,216,560","3,134",-20,-0.11,2,"7,092,200","129,219,884,000","18,220","18,370","18,180","18,200",2024/10/28
"61,737,620","3,378",-290,-1.57,2,"7,092,200","129,361,728,000","18,240","18,570","18,200","18,530",2024/10/25
"36,855,730","1,991",-30,-0.16,2,"7,092,200","131,418,466,000","18,530","18,730","18,450","18,560",2024/10/24
"30,761,680","1,663",0,0.00,3,"7,092,200","131,631,232,000","18,560","18,570","18,360","18,560",2024/10/23
"74,582,580","4,028",-180,-0.96,2,"7,092,200","131,631,232,000","18,560","18,910","18,380","18,910",2024/10/22
"65,112,870","3,464",-90,-0.48,2,"7,092,200","132,907,828,000","18,740","19,010","18,740","19,010",2024/10/21
"26,171,940","1,391",-30,-0.16,2,"7,092,200","133,546,126,000","18,830","18,860","18,800","18,800",2024/10/18
"77,414,210","4,100",-20,-0.11,2,"7,092,200","133,758,892,000","18,860","19,010","18,800","19,010",2024/10/17
"115,172,870","6,113",-110,-0.58,2,"7,092,200","133,900,736,000","18,880","19,290","18,790","19,290",2024/10/16
"93,974,530","4,952",-160,-0.84,2,"7,092,200","134,680,878,000","18,990","19,150","18,940","18,970",2024/10/15
"125,939,700","6,595",-340,-1.74,2,"7,092,200","135,815,630,000","19,150","19,800","19,050","19,800",2024/10/14
"59,587,790","3,092",220,1.14,1,"7,092,200","138,226,978,000","19,490","19,520","19,230","19,280",2024/10/11
"124,443,340","6,439",-100,-0.52,2,"7,092,200","136,666,694,000","19,270","19,510","19,270","19,510",2024/10/10
"159,662,310","8,218",-360,-1.82,2,"7,092,200","137,375,914,000","19,370","19,700","19,370","19,700",2024/10/08
"39,041,310","1,989",70,0.36,1,"7,092,200","139,929,106,000","19,730","19,870","19,560","19,660",2024/10/07
"122,936,640","6,244",-320,-1.60,2,"7,092,200","139,432,652,000","19,660","19,930","19,560","19,920",2024/10/04
"50,690,420","2,533",-420,-2.06,2,"7,092,200","141,702,156,000","19,980","20,450","19,900","20,350",2024/10/02
