ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"939,118,100","31,309",50,0.17,1,"36,309,388","1,087,466,170,600","29,950","30,200","29,400","29,900",2024/12/30
"2,010,772,600","67,523",-750,-2.45,2,"36,309,388","1,085,650,701,200","29,900","30,500","29,500","30,500",2024/12/27
"1,954,962,100","63,605",-100,-0.33,2,"36,309,388","1,112,882,742,200","30,650","31,050","30,350","30,650",2024/12/26
"2,528,204,800","82,569",450,1.49,1,"36,309,388","1,116,513,681,000","30,750","31,050","30,150","30,400",2024/12/24
"992,723,150","32,723",-200,-0.66,2,"36,309,388","1,100,174,456,400","30,300","30,650","30,200","30,500",2024/12/23
"1,000,928,900","32,892",-100,-0.33,2,"36,309,388","1,107,436,334,000","30,500","30,700","30,250","30,500",2024/12/20
"2,005,614,650","65,150",-800,-2.55,2,"36,634,063","1,121,002,327,800","30,600","31,100","30,600","31,000",2024/12/19
"1,562,635,700","50,048",-250,-0.79,2,"36,634,063","1,150,309,578,200","31,400","31,750","31,000","31,650",2024/12/18
"2,075,641,750","65,918",0,0.00,3,"36,634,063","1,159,468,093,950","31,650","32,250","31,000","31,650",2024/12/17
"2,213,962,850","69,388",-600,-1.86,2,"36,634,063","1,159,468,093,950","31,650","32,750","31,500","32,750",2024/12/16
"2,322,714,100","71,500",-300,-0.92,2,"36,634,063","1,181,448,531,750","32,250","33,000","32,050","32,550",2024/12/13
"3,218,603,650","99,508",800,2.52,1,"36,634,063","1,192,438,750,650","32,550","32,750","31,650","31,800",2024/12/12
"6,034,436,750","192,274","1,150",3.76,1,"36,634,063","1,163,131,500,250","31,750","31,800","30,300","30,300",2024/12/11
"5,804,258,200","192,888","1,050",3.55,1,"36,634,063","1,121,002,327,800","30,600","30,750","29,200","29,200",2024/12/10
"18,551,557,200","585,958","-3,800",-11.39,2,"36,634,063","1,082,536,561,650","29,550","35,950","29,500","35,300",2024/12/09
"16,507,115,100","478,785",150,0.45,1,"36,634,063","1,221,746,001,050","33,350","35,800","32,000","34,100",2024/12/06
"9,023,938,700","275,236","1,850",5.90,1,"36,634,063","1,216,250,891,600","33,200","33,250","31,100","31,300",2024/12/05
"2,420,140,450","77,534",-250,-0.79,2,"36,634,063","1,148,477,875,050","31,350","31,450","31,000","31,150",2024/12/04
"3,609,750,100","113,236",500,1.61,1,"36,634,063","1,157,636,390,800","31,600","32,250","31,200","31,200",2024/12/03
"2,027,685,250","65,410",200,0.65,1,"36,634,063","1,139,319,359,300","31,100","31,350","30,550","31,000",2024/12/02
"4,598,198,500","150,529",900,3.00,1,"36,634,063","1,131,992,546,700","30,900","31,250","29,800","30,250",2024/11/29
"2,120,734,200","70,707",500,1.69,1,"36,634,063","1,099,021,890,000","30,000","30,250","29,450","29,500",2024/11/28
"2,704,354,900","90,688",400,1.37,1,"36,634,063","1,080,704,858,500","29,500","30,250","29,100","29,200",2024/11/27
"1,341,588,600","46,201",200,0.69,1,"36,634,063","1,066,051,233,300","29,100","29,200","28,550","28,900",2024/11/26
"2,460,936,500","85,347",-400,-1.37,2,"36,634,063","1,058,724,420,700","28,900","29,500","28,600","29,400",2024/11/25
"6,372,682,350","216,124",500,1.74,1,"36,634,063","1,073,378,045,900","29,300","30,800","28,800","30,700",2024/11/22
"1,020,755,000","35,289",0,0.00,3,"36,634,063","1,055,061,014,400","28,800","29,250","28,700","28,800",2024/11/21
"1,836,835,400","63,619",-50,-0.17,2,"36,634,063","1,055,061,014,400","28,800","29,200","28,300","28,850",2024/11/20
"620,499,350","21,530",0,0.00,3,"36,634,063","1,056,892,717,550","28,850","29,050","28,600","28,850",2024/11/19
"1,378,589,650","47,589",-400,-1.37,2,"36,634,063","1,056,892,717,550","28,850","29,650","28,600","29,250",2024/11/18
"1,420,221,950","49,083",750,2.63,1,"36,634,063","1,071,546,342,750","29,250","29,400","28,250","28,500",2024/11/15
"673,536,650","23,801",250,0.88,1,"36,634,063","1,044,070,795,500","28,500","28,500","28,100","28,250",2024/11/14
"866,958,250","30,730",-50,-0.18,2,"36,634,063","1,034,912,279,750","28,250","28,400","28,100","28,300",2024/11/13
"1,107,126,250","39,017",-350,-1.22,2,"36,634,063","1,036,743,982,900","28,300","28,550","28,250","28,450",2024/11/12
"1,366,728,600","48,036",0,0.00,3,"36,634,063","1,049,565,904,950","28,650","28,650","28,250","28,650",2024/11/11
"852,612,650","29,741",-400,-1.38,2,"36,634,063","1,049,565,904,950","28,650","29,100","28,500","29,000",2024/11/08
"1,234,805,700","42,529",-450,-1.53,2,"36,634,063","1,064,219,530,150","29,050","29,450","28,750","29,450",2024/11/07
"4,388,232,050","149,607","1,500",5.36,1,"36,634,063","1,080,704,858,500","29,500","29,850","28,000","28,300",2024/11/06
"1,341,575,550","47,724",-300,-1.06,2,"36,634,063","1,025,753,764,000","28,000","28,450","27,950","28,300",2024/11/05
"1,416,678,700","50,298",-350,-1.22,2,"36,634,063","1,036,743,982,900","28,300","28,600","27,950","28,500",2024/11/04
"1,197,402,550","42,113",-150,-0.52,2,"36,634,063","1,049,565,904,950","28,650","28,800","28,200","28,800",2024/11/01
"1,387,404,850","48,454",200,0.70,1,"36,634,063","1,055,061,014,400","28,800","28,900","28,200","28,500",2024/10/31
"251,337,500","8,842",100,0.35,1,"36,634,063","1,047,734,201,800","28,600","28,600","28,300","28,500",2024/10/30
"911,051,800","32,201",-150,-0.52,2,"36,634,063","1,044,070,795,500","28,500","28,550","28,200","28,550",2024/10/29
"540,608,300","19,031",100,0.35,1,"36,634,063","1,049,565,904,950","28,650","28,650","28,200","28,400",2024/10/28
"1,265,147,150","44,904",-250,-0.87,2,"36,634,063","1,045,902,498,650","28,550","28,800","28,000","28,800",2024/10/25
"1,296,138,250","45,360",-300,-1.03,2,"36,634,063","1,055,061,014,400","28,800","29,300","28,350","29,300",2024/10/24
"1,389,479,050","47,793",-300,-1.02,2,"36,634,063","1,066,051,233,300","29,100","29,400","28,850","29,400",2024/10/23
"483,473,700","16,529",-50,-0.17,2,"36,634,063","1,077,041,452,200","29,400","29,550","29,050","29,450",2024/10/22
"497,313,600","16,754",-600,-2.00,2,"36,634,063","1,078,873,155,350","29,450","30,050","29,450","30,050",2024/10/21
"384,701,450","12,852",150,0.50,1,"36,634,063","1,100,853,593,150","30,050","30,050","29,800","29,850",2024/10/18
"1,013,292,400","33,777",-750,-2.45,2,"36,634,063","1,095,358,483,700","29,900","30,450","29,750","30,450",2024/10/17
"1,648,319,550","54,807",800,2.68,1,"36,634,063","1,122,834,030,950","30,650","30,650","29,450","29,800",2024/10/16
"2,271,990,400","76,664",-350,-1.16,2,"36,634,063","1,093,526,780,550","29,850","30,150","29,350","29,950",2024/10/15
"506,114,900","16,877",-50,-0.17,2,"36,634,063","1,106,348,702,600","30,200","30,250","29,850","30,050",2024/10/14
"683,976,850","22,633",0,0.00,3,"36,634,063","1,108,180,405,750","30,250","30,450","29,900","30,250",2024/10/11
"609,043,150","20,268",0,0.00,3,"36,634,063","1,108,180,405,750","30,250","30,300","29,900","30,250",2024/10/10
"847,167,400","27,938",-450,-1.47,2,"36,634,063","1,108,180,405,750","30,250","30,650","30,100","30,600",2024/10/08
"1,145,307,150","37,440",0,0.00,3,"36,634,063","1,124,665,734,100","30,700","30,800","30,250","30,600",2024/10/07
"1,551,526,950","50,624",400,1.32,1,"36,634,063","1,124,665,734,100","30,700","30,900","30,300","30,300",2024/10/04
"1,420,151,500","46,948",-50,-0.16,2,"36,634,063","1,110,012,108,900","30,300","30,450","30,050","30,050",2024/10/02
"544,204,300","17,898",-100,-0.33,2,"36,634,063","1,111,843,812,050","30,350","30,550","30,200","30,500",2024/09/30
"2,193,342,100","72,309",-450,-1.46,2,"36,634,063","1,115,507,218,350","30,450","30,850","30,000","30,850",2024/09/27
"1,842,787,400","60,021",-550,-1.75,2,"36,634,063","1,131,992,546,700","30,900","31,450","30,500","31,450",2024/09/26
"2,082,848,150","65,938",-450,-1.41,2,"36,634,063","1,152,141,281,350","31,450","32,000","31,000","31,900",2024/09/25
"2,058,818,050","64,515",300,0.95,1,"36,634,063","1,168,626,609,700","31,900","32,050","31,350","31,550",2024/09/24
"2,376,191,800","76,333","1,350",4.46,1,"36,634,063","1,157,636,390,800","31,600","31,950","30,100","30,450",2024/09/23
"888,749,200","29,135",-250,-0.82,2,"36,634,063","1,108,180,405,750","30,250","30,650","30,250","30,450",2024/09/20
"843,298,500","27,884",400,1.33,1,"36,634,063","1,117,338,921,500","30,500","30,500","30,000","30,100",2024/09/19
"751,274,100","25,110",0,0.00,3,"36,634,063","1,102,685,296,300","30,100","30,250","29,650","30,100",2024/09/13
"1,826,644,900","60,931",-700,-2.27,2,"36,634,063","1,102,685,296,300","30,100","30,850","29,650","30,800",2024/09/12
"1,368,846,200","44,555",400,1.32,1,"36,634,063","1,128,329,140,400","30,800","30,900","30,250","30,450",2024/09/11
"810,651,700","26,712",0,0.00,3,"36,634,063","1,113,675,515,200","30,400","30,650","30,000","30,200",2024/09/10
"782,287,850","25,891",-200,-0.65,2,"36,634,063","1,113,675,515,200","30,400","30,600","29,800","29,950",2024/09/09
"2,542,372,700","83,691",-900,-2.86,2,"36,634,063","1,121,002,327,800","30,600","31,500","29,400","31,500",2024/09/06
"1,242,638,450","39,718",0,0.00,3,"36,634,063","1,153,972,984,500","31,500","31,850","30,800","31,400",2024/09/05
"2,334,697,850","73,308",-250,-0.79,2,"36,634,063","1,153,972,984,500","31,500","32,150","31,100","31,400",2024/09/04
"1,716,073,600","53,533",0,0.00,3,"36,634,063","1,163,131,500,250","31,750","32,250","31,500","31,750",2024/09/03
"2,045,453,300","65,176",450,1.44,1,"36,634,063","1,163,131,500,250","31,750","31,950","30,550","31,300",2024/09/02
"1,227,087,950","39,562",50,0.16,1,"36,634,063","1,146,646,171,900","31,300","31,300","30,650","31,250",2024/08/30
"1,325,784,200","42,379",-800,-2.50,2,"36,634,063","1,144,814,468,750","31,250","31,800","30,950","31,750",2024/08/29
"1,995,492,250","62,077",-50,-0.16,2,"36,634,063","1,174,121,719,150","32,050","32,350","31,400","32,100",2024/08/28
"2,020,089,550","62,966",200,0.63,1,"36,634,063","1,175,953,422,300","32,100","32,200","31,900","31,900",2024/08/27
"2,461,070,400","77,062",250,0.79,1,"36,634,063","1,168,626,609,700","31,900","32,100","31,400","31,650",2024/08/26
"3,037,488,350","96,334",750,2.43,1,"36,634,063","1,159,468,093,950","31,650","31,800","30,750","30,850",2024/08/23
"932,933,000","30,340",400,1.31,1,"36,634,063","1,131,992,546,700","30,900","31,000","30,300","30,500",2024/08/22
"692,837,050","22,808",300,0.99,1,"36,634,063","1,117,338,921,500","30,500","30,500","30,050","30,300",2024/08/21
"798,776,400","26,478",-250,-0.82,2,"36,634,063","1,106,348,702,600","30,200","30,550","30,050","30,550",2024/08/20
"462,575,400","15,192",-150,-0.49,2,"36,634,063","1,115,507,218,350","30,450","30,600","30,300","30,550",2024/08/19
"626,670,250","20,414",-150,-0.49,2,"36,634,063","1,121,002,327,800","30,600","30,900","30,500","30,750",2024/08/16
"784,940,950","25,536",-150,-0.49,2,"36,634,063","1,126,497,437,250","30,750","31,100","30,500","30,900",2024/08/14
"1,896,673,750","61,503",400,1.31,1,"36,634,063","1,131,992,546,700","30,900","31,000","30,400","30,500",2024/08/13
"948,985,150","31,144",400,1.33,1,"36,634,063","1,117,338,921,500","30,500","30,600","29,950","30,000",2024/08/12
"2,302,306,250","76,537",700,2.38,1,"36,634,063","1,102,685,296,300","30,100","30,350","29,200","29,200",2024/08/09
"1,834,955,300","62,688",850,2.98,1,"36,634,063","1,077,041,452,200","29,400","29,650","28,300","28,400",2024/08/08
"1,628,428,100","56,449",350,1.24,1,"36,634,063","1,045,902,498,650","28,550","29,250","28,200","28,550",2024/08/07
"2,913,680,200","104,348","1,150",4.25,1,"36,634,063","1,033,080,576,600","28,200","28,650","27,100","27,150",2024/08/06
"5,170,457,850","187,141","-1,950",-6.72,2,"36,634,063","990,951,404,150","27,050","28,900","26,550","28,650",2024/08/05
"2,040,376,600","69,272","-1,200",-3.97,2,"36,634,063","1,062,387,827,000","29,000","30,100","28,900","29,950",2024/08/02
