ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,서울특별시 종로구 통일로 134,박상신,02-2011-7114,2025.08.08 AM 11:15:10,2021/01/04,"",토목 건설업,KR737550K011,"DL E&C CO., LTD.(1P)",DL이앤씨우,37550K,2021/01/25,"2,113,885","5,000",-
