ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,서울특별시 영등포구 의사당대로 82 하나증권빌딩,박정수,02-3771-3408,2025.08.08 AM 11:45:00,2025/03/31,"",금융 지원 서비스업,KR70041L0000,Hana 35 Special Purpose Acquisition Company,하나35호스팩,0041L0,2025/08/06,"6,030,000",100,SPAC(소속부없음)
