ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,충청남도 천안시 서북구 백석공단7로 65,이창재,041-621-5070,2025.08.08 AM 11:22:42,1990/12/26,www.mirae.co.kr,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7025560004,MiraeCorporation,미래산업,025560,1996/11/22,"4,482,654",500,-
