ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"49,457,740","2,499",-140,-0.70,2,"2,115,429","42,118,191,390","19,910","20,200","19,550","20,050",2024/12/30
"52,569,490","2,654",-100,-0.50,2,"2,115,429","42,414,351,450","20,050","20,400","19,440","20,150",2024/12/27
"30,235,000","1,467","-1,050",-4.95,2,"2,115,429","42,625,894,350","20,150","21,200","20,150","21,200",2024/12/26
"113,994,650","5,451",800,3.92,1,"2,115,429","44,847,094,800","21,200","21,300","20,050","20,050",2024/12/24
"89,938,650","4,400",150,0.74,1,"2,115,429","43,154,751,600","20,400","20,850","20,250","20,300",2024/12/23
"59,881,950","2,911",-450,-2.17,2,"2,115,429","42,837,437,250","20,250","21,400","20,250","20,650",2024/12/20
"59,716,300","2,899",-350,-1.66,2,"2,115,429","43,789,380,300","20,700","20,950","20,250","20,250",2024/12/19
"63,542,750","3,077",700,3.44,1,"2,115,429","44,529,780,450","21,050","21,200","20,050","20,700",2024/12/18
"77,144,750","3,783",200,0.99,1,"2,115,429","43,048,980,150","20,350","20,800","20,100","20,450",2024/12/17
"44,950,240","2,261",-150,-0.74,2,"2,115,429","42,625,894,350","20,150","20,300","19,000","20,000",2024/12/16
"35,877,600","1,753",-150,-0.73,2,"2,115,429","42,943,208,700","20,300","20,650","20,150","20,450",2024/12/13
"61,094,890","3,027",250,1.24,1,"2,115,429","43,260,523,050","20,450","20,700","19,760","20,200",2024/12/12
"195,485,980","9,850","1,320",6.99,1,"2,115,429","42,731,665,800","20,200","20,400","18,640","18,640",2024/12/11
"84,755,230","4,531",360,1.94,1,"2,115,429","39,939,299,520","18,880","19,090","18,240","18,240",2024/12/10
"122,620,890","6,588",-480,-2.53,2,"2,115,429","39,177,745,080","18,520","19,000","18,430","18,950",2024/12/09
"153,981,260","8,066",-260,-1.35,2,"2,115,429","40,193,151,000","19,000","19,310","18,750","19,300",2024/12/06
"144,017,180","7,483",-180,-0.93,2,"2,115,429","40,743,162,540","19,260","19,680","19,110","19,220",2024/12/05
"105,843,500","5,477",-210,-1.07,2,"2,115,429","41,123,939,760","19,440","19,650","19,170","19,170",2024/12/04
"196,207,780","10,012",330,1.71,1,"2,115,429","41,568,179,850","19,650","19,790","19,170","19,170",2024/12/03
"270,470,550","14,019",-200,-1.02,2,"2,115,429","40,870,088,280","19,320","19,830","19,130","19,830",2024/12/02
"615,869,330","31,497",-310,-1.56,2,"2,115,429","41,293,174,080","19,520","19,840","19,410","19,840",2024/11/29
"362,242,520","18,419",390,2.01,1,"2,115,429","41,948,957,070","19,830","19,890","19,450","19,560",2024/11/28
"682,656,720","34,864",-360,-1.82,2,"2,115,429","41,123,939,760","19,440","19,930","19,350","19,850",2024/11/27
"256,719,370","12,972",-20,-0.10,2,"2,115,429","41,885,494,200","19,800","19,930","19,650","19,650",2024/11/26
"490,963,500","24,794",40,0.20,1,"2,115,429","41,927,802,780","19,820","19,990","19,720","19,790",2024/11/25
"219,030,090","11,049",-90,-0.45,2,"2,115,429","41,843,185,620","19,780","19,910","19,770","19,900",2024/11/22
"224,790,430","11,318",-230,-1.14,2,"2,115,429","42,033,574,230","19,870","20,300","19,700","19,940",2024/11/21
"179,139,900","8,985",120,0.60,1,"2,115,429","42,520,122,900","20,100","20,350","19,570","19,570",2024/11/20
"256,113,950","12,991",290,1.47,1,"2,115,429","42,266,271,420","19,980","20,050","19,580","19,710",2024/11/19
"691,905,540","34,941",0,0.00,3,"2,115,429","41,652,797,010","19,690","19,980","19,570","19,570",2024/11/18
"299,417,760","15,326",-10,-0.05,2,"2,115,429","41,652,797,010","19,690","20,100","19,380","19,700",2024/11/15
"578,477,440","29,641",-40,-0.20,2,"2,115,429","41,673,951,300","19,700","20,200","19,350","20,200",2024/11/14
"507,998,190","25,877",-510,-2.52,2,"2,115,429","41,758,568,460","19,740","19,900","19,430","19,760",2024/11/13
"245,042,250","12,064",-700,-3.34,2,"2,115,429","42,837,437,250","20,250","20,950","19,920","20,950",2024/11/12
"276,725,750","13,309",-300,-1.41,2,"2,115,429","44,318,237,550","20,950","21,250","20,550","21,250",2024/11/11
"268,957,450","12,607",-450,-2.07,2,"2,115,429","44,952,866,250","21,250","21,950","20,850","21,800",2024/11/08
"289,383,100","13,302",-650,-2.91,2,"2,115,429","45,904,809,300","21,700","22,350","21,550","22,350",2024/11/07
"194,038,050","8,668",-100,-0.45,2,"2,115,429","47,279,838,150","22,350","22,750","22,100","22,450",2024/11/06
"411,313,250","18,368",100,0.45,1,"2,115,429","47,491,381,050","22,450","22,700","22,150","22,350",2024/11/05
"667,962,950","29,645",-100,-0.45,2,"2,115,429","47,279,838,150","22,350","22,850","22,200","22,550",2024/11/04
"115,555,100","5,131",-50,-0.22,2,"2,115,429","47,491,381,050","22,450","22,750","22,300","22,500",2024/11/01
"112,381,150","4,978",-50,-0.22,2,"2,115,429","47,597,152,500","22,500","23,000","22,350","22,550",2024/10/31
"203,850,050","8,968",-150,-0.66,2,"2,115,429","47,702,923,950","22,550","23,050","22,450","22,750",2024/10/30
"9,178,400",406,50,0.22,1,"2,115,429","48,020,238,300","22,700","22,950","22,400","22,950",2024/10/29
"31,450,150","1,394",200,0.89,1,"2,115,429","47,914,466,850","22,650","22,950","22,300","22,300",2024/10/28
"95,374,550","4,230",-500,-2.18,2,"2,115,429","47,491,381,050","22,450","23,050","22,400","23,050",2024/10/25
"32,467,850","1,420",-250,-1.08,2,"2,115,429","48,549,095,550","22,950","23,350","22,800","22,800",2024/10/24
"43,930,950","1,897",350,1.53,1,"2,115,429","49,077,952,800","23,200","23,600","22,850","22,850",2024/10/23
"57,373,850","2,513",-300,-1.30,2,"2,115,429","48,337,552,650","22,850","23,150","22,750","22,950",2024/10/22
"25,532,650","1,106",50,0.22,1,"2,115,429","48,972,181,350","23,150","23,150","22,950","22,950",2024/10/21
"101,521,650","4,338",-50,-0.22,2,"2,115,429","48,866,409,900","23,100","23,750","23,100","23,700",2024/10/18
"13,054,250",562,-150,-0.64,2,"2,115,429","48,972,181,350","23,150","23,650","23,150","23,650",2024/10/17
