ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,"Kowloon, Hong Kong Unit 912, 9/F., Two Harbourfront, 22 Tak Fung Street, Hunghom","정강위, 정소영",852-3189-0100,2025.08.08 AM 11:37:58,2009/07/22,www.qiuzhi.com,기타 금융업,HK0000057197,East Asia Holdings Investment Limited,이스트아시아홀딩스,900110,2010/04/23,"642,650,588",무액면,외국기업(소속부없음)
