ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,인천광역시 연수구 연구단지로55번길 25,임만규,032-813-7301,2025.08.08 AM 11:23:41,1996/01/09,www.victek.co.kr,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7065450009,"VICTEK. Co., Ltd.",빅텍,065450,2003/02/05,"28,652,800",200,벤처기업부
