ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,경기도 오산시 독산성로 445 (주)센코,하승철,031-492-0445,2025.08.08 AM 11:26:06,2004/11/23,www.senko.co.kr,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7347000002,"SENKO Co.,Ltd.",센코,347000,2020/10/29,"33,004,976",500,기술성장기업부
