ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"14,268,000","2,020",0,0.00,3,"1,212,357","8,559,240,420","7,060","7,190","7,050","7,190",2024/12/30
"3,828,310",545,10,0.14,1,"1,212,357","8,559,240,420","7,060","7,090","6,900","7,090",2024/12/27
"24,491,050","3,474",-240,-3.29,2,"1,212,357","8,547,116,850","7,050","7,330","7,040","7,330",2024/12/26
"14,760,970","2,023",60,0.83,1,"1,212,357","8,838,082,530","7,290","7,330","7,290","7,290",2024/12/24
"7,256,920","1,006",-70,-0.96,2,"1,212,357","8,765,341,110","7,230","7,230","7,080","7,080",2024/12/23
"1,830,110",252,140,1.96,1,"1,212,357","8,850,206,100","7,300","7,300","7,160","7,280",2024/12/20
"921,130",130,120,1.70,1,"1,212,357","8,680,476,120","7,160","7,240","7,040","7,240",2024/12/19
"2,936,480",415,-150,-2.09,2,"1,212,357","8,534,993,280","7,040","7,240","7,040","7,240",2024/12/18
"15,920,360","2,249",-70,-0.96,2,"1,212,357","8,716,846,830","7,190","7,250","7,020","7,250",2024/12/17
"217,000",30,-10,-0.14,2,"1,212,357","8,801,711,820","7,260","7,290","7,100","7,290",2024/12/16
"2,844,580",389,60,0.83,1,"1,212,357","8,813,835,390","7,270","7,320","7,010","7,320",2024/12/13
"3,804,270",530,100,1.41,1,"1,212,357","8,741,093,970","7,210","7,290","6,990","7,250",2024/12/12
"10,679,220","1,482",70,0.99,1,"1,212,357","8,619,858,270","7,110","7,250","7,110","7,190",2024/12/11
"4,175,640",601,220,3.23,1,"1,212,357","8,534,993,280","7,040","7,040","6,760","6,990",2024/12/10
"8,664,050","1,262",-170,-2.43,2,"1,212,357","8,268,274,740","6,820","7,190","6,800","7,190",2024/12/09
"11,808,350","1,701",-160,-2.24,2,"1,212,357","8,474,375,430","6,990","7,180","6,910","7,180",2024/12/06
"522,860",73,50,0.70,1,"1,212,357","8,668,352,550","7,150","7,180","7,150","7,150",2024/12/05
"8,088,130","1,134",-50,-0.70,2,"1,212,357","8,607,734,700","7,100","7,150","7,000","7,150",2024/12/04
"20,030,610","2,813",140,2.00,1,"1,212,357","8,668,352,550","7,150","7,150","6,830","7,090",2024/12/03
"13,188,860","1,869",10,0.14,1,"1,212,357","8,498,622,570","7,010","7,080","6,990","7,050",2024/12/02
"7,637,300","1,088",10,0.14,1,"1,212,357","8,486,499,000","7,000","7,030","7,000","7,000",2024/11/29
"11,014,100","1,586",70,1.01,1,"1,212,357","8,474,375,430","6,990","6,990","6,910","6,940",2024/11/28
"623,540",90,90,1.32,1,"1,212,357","8,389,510,440","6,920","6,940","6,850","6,850",2024/11/27
"11,508,180","1,690",50,0.74,1,"1,212,357","8,280,398,310","6,830","6,840","6,780","6,790",2024/11/26
"4,244,350",627,130,1.95,1,"1,212,357","8,219,780,460","6,780","6,780","6,700","6,780",2024/11/25
"7,815,050","1,177",80,1.22,1,"1,212,357","8,062,174,050","6,650","6,650","6,610","6,650",2024/11/22
"21,479,760","3,313",80,1.23,1,"1,212,357","7,965,185,490","6,570","6,570","6,450","6,490",2024/11/21
"24,663,210","3,787",-70,-1.07,2,"1,212,357","7,868,196,930","6,490","6,620","6,470","6,620",2024/11/20
"11,241,060","1,701",-220,-3.24,2,"1,212,357","7,953,061,920","6,560","6,790","6,560","6,770",2024/11/19
"7,377,270","1,120",0,0.00,3,"1,212,357","8,219,780,460","6,780","6,790","6,570","6,790",2024/11/18
"3,593,490",540,80,1.19,1,"1,212,357","8,219,780,460","6,780","6,790","6,520","6,730",2024/11/15
"1,652,770",247,30,0.45,1,"1,212,357","8,122,791,900","6,700","6,700","6,520","6,700",2024/11/14
"28,378,010","4,263",120,1.83,1,"1,212,357","8,086,421,190","6,670","6,680","6,530","6,600",2024/11/13
"34,883,400","5,301",-10,-0.15,2,"1,212,357","7,940,938,350","6,550","6,640","6,540","6,610",2024/11/12
"11,973,960","1,830",70,1.08,1,"1,212,357","7,953,061,920","6,560","6,600","6,510","6,560",2024/11/11
"5,195,220",802,140,2.20,1,"1,212,357","7,868,196,930","6,490","6,490","6,450","6,450",2024/11/08
"5,010,210",783,-90,-1.40,2,"1,212,357","7,698,466,950","6,350","6,490","6,350","6,490",2024/11/07
"1,129,420",175,-60,-0.92,2,"1,212,357","7,807,579,080","6,440","6,500","6,440","6,500",2024/11/06
"1,583,500",243,-120,-1.81,2,"1,212,357","7,880,320,500","6,500","6,600","6,500","6,600",2024/11/05
"203,190",31,70,1.07,1,"1,212,357","8,025,803,340","6,620","6,620","6,550","6,550",2024/11/04
"359,290",55,-110,-1.65,2,"1,212,357","7,940,938,350","6,550","6,630","6,520","6,520",2024/11/01
"589,050",89,-20,-0.30,2,"1,212,357","8,074,297,620","6,660","6,660","6,660","6,660",2024/10/31
"360,920",54,-10,-0.15,2,"1,212,357","8,098,544,760","6,680","6,690","6,680","6,690",2024/10/30
"407,880",61,220,3.40,1,"1,212,357","8,110,668,330","6,690","6,690","6,480","6,690",2024/10/29
"102,790",16,10,0.15,1,"1,212,357","7,843,949,790","6,470","6,680","6,360","6,680",2024/10/28
"162,080",25,0,0.00,3,"1,212,357","7,831,826,220","6,460","6,690","6,460","6,690",2024/10/25
"13,050",2,0,0.00,3,"1,212,357","7,831,826,220","6,460","6,590","6,460","6,590",2024/10/24
"1,146,190",180,50,0.78,1,"1,212,357","7,831,826,220","6,460","6,560","6,300","6,410",2024/10/23
"253,280",40,-70,-1.08,2,"1,212,357","7,771,208,370","6,410","6,670","6,290","6,670",2024/10/22
"45,440",7,-20,-0.31,2,"1,212,357","7,856,073,360","6,480","6,500","6,480","6,500",2024/10/21
"1,565,770",240,-160,-2.40,2,"1,212,357","7,880,320,500","6,500","6,660","6,500","6,660",2024/10/18
"233,120",35,30,0.45,1,"1,212,357","8,074,297,620","6,660","6,680","6,660","6,680",2024/10/17
"304,290",46,-30,-0.45,2,"1,212,357","8,037,926,910","6,630","6,660","6,620","6,660",2024/10/16
"739,520",111,10,0.15,1,"1,212,357","8,074,297,620","6,660","6,730","6,650","6,650",2024/10/15
"3,382,310",509,110,1.68,1,"1,212,357","8,062,174,050","6,650","6,700","6,630","6,650",2024/10/14
"1,324,060",201,20,0.31,1,"1,212,357","7,928,814,780","6,540","6,600","6,430","6,600",2024/10/11
"7,156,030","1,107",190,3.00,1,"1,212,357","7,904,567,640","6,520","6,520","6,330","6,440",2024/10/10
"760,070",120,-130,-2.01,2,"1,212,357","7,674,219,810","6,330","6,500","6,330","6,500",2024/10/08
"141,870",22,20,0.31,1,"1,212,357","7,831,826,220","6,460","6,490","6,400","6,490",2024/10/07
"366,880",57,10,0.16,1,"1,212,357","7,807,579,080","6,440","6,490","6,420","6,430",2024/10/04
"1,221,700",190,0,0.00,3,"1,212,357","7,795,455,510","6,430","6,430","6,430","6,430",2024/10/02
"239,100",37,80,1.26,1,"1,212,357","7,795,455,510","6,430","6,500","6,430","6,500",2024/09/30
"7,534,350","1,186",0,0.00,3,"1,212,357","7,698,466,950","6,350","6,470","6,350","6,470",2024/09/27
"2,241,570",352,-50,-0.78,2,"1,212,357","7,698,466,950","6,350","6,420","6,350","6,400",2024/09/26
"506,180",79,90,1.43,1,"1,212,357","7,759,084,800","6,400","6,420","6,390","6,420",2024/09/25
"909,980",147,40,0.64,1,"1,212,357","7,649,972,670","6,310","6,310","6,170","6,170",2024/09/24
"1,047,420",167,0,0.00,3,"1,212,357","7,601,478,390","6,270","6,380","6,270","6,270",2024/09/23
"4,494,630",717,-80,-1.26,2,"1,212,357","7,601,478,390","6,270","6,390","6,250","6,390",2024/09/20
"192,040",30,60,0.95,1,"1,212,357","7,698,466,950","6,350","6,440","6,340","6,440",2024/09/19
"3,317,030",531,-30,-0.47,2,"1,212,357","7,625,725,530","6,290","6,410","6,220","6,410",2024/09/13
"2,922,780",467,140,2.27,1,"1,212,357","7,662,096,240","6,320","6,320","6,180","6,240",2024/09/12
"5,048,180",817,-40,-0.64,2,"1,212,357","7,492,366,260","6,180","6,240","6,150","6,240",2024/09/11
"10,812,180","1,743",20,0.32,1,"1,212,357","7,540,860,540","6,220","6,300","6,180","6,300",2024/09/10
"43,362,670","7,000",-200,-3.13,2,"1,212,357","7,516,613,400","6,200","6,280","6,150","6,280",2024/09/09
"5,803,090",905,-90,-1.39,2,"1,212,357","7,759,084,800","6,400","6,600","6,400","6,600",2024/09/06
"17,644,110","2,723",-60,-0.92,2,"1,212,357","7,868,196,930","6,490","6,520","6,450","6,520",2024/09/05
"1,369,580",208,-190,-2.82,2,"1,212,357","7,940,938,350","6,550","6,730","6,550","6,710",2024/09/04
"2,417,980",364,-10,-0.15,2,"1,212,357","8,171,286,180","6,740","6,750","6,640","6,750",2024/09/03
"1,377,030",207,80,1.20,1,"1,212,357","8,183,409,750","6,750","6,750","6,610","6,610",2024/09/02
"3,980,000",602,80,1.21,1,"1,212,357","8,086,421,190","6,670","6,680","6,590","6,600",2024/08/30
"8,295,440","1,254",-90,-1.35,2,"1,212,357","7,989,432,630","6,590","6,760","6,590","6,610",2024/08/29
"4,168,320",624,-120,-1.76,2,"1,212,357","8,098,544,760","6,680","6,680","6,680","6,680",2024/08/28
"788,820",116,20,0.29,1,"1,212,357","8,244,027,600","6,800","6,820","6,800","6,820",2024/08/27
"18,554,390","2,750",-110,-1.60,2,"1,212,357","8,219,780,460","6,780","6,800","6,670","6,800",2024/08/26
"5,457,890",807,-20,-0.29,2,"1,212,357","8,353,139,730","6,890","6,910","6,750","6,910",2024/08/23
