ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,경기도 안성시 미양면 제2공단3길 12,"양호근, 최동규 (각자 대표이사)",031-670-8000,2025.08.08 AM 11:41:09,2017/11/01,www.kctech.co.kr,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7281820001,KCTECH,케이씨텍,281820,2017/12/05,"20,690,323",500,-
