ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"203,310,600","2,600","-1,000",-1.26,2,"4,226,512","331,781,192,000","78,500","79,500","77,700","79,000",2024/12/30
"412,267,800","5,211",-800,-1.00,2,"4,226,512","336,007,704,000","79,500","80,100","78,500","80,000",2024/12/27
"485,014,800","6,104",300,0.38,1,"4,226,512","339,388,913,600","80,300","81,100","78,700","80,200",2024/12/26
"335,744,400","4,153","-2,700",-3.26,2,"4,226,512","338,120,960,000","80,000","82,300","80,000","82,000",2024/12/24
"328,438,300","4,023",400,0.49,1,"4,226,512","349,532,542,400","82,700","82,700","81,000","82,300",2024/12/23
"836,370,800","10,150","1,300",1.60,1,"4,226,512","347,841,937,600","82,300","83,800","79,800","80,400",2024/12/20
"526,391,500","6,474","-3,200",-3.80,2,"4,226,512","342,347,472,000","81,000","82,800","80,600","82,100",2024/12/19
"462,917,600","5,533",-200,-0.24,2,"4,226,512","355,872,310,400","84,200","84,800","82,600","83,900",2024/12/18
"3,582,475,800","42,328","3,200",3.94,1,"4,226,512","356,717,612,800","84,400","85,500","80,800","81,000",2024/12/17
"1,442,467,900","17,898","2,500",3.18,1,"4,226,512","343,192,774,400","81,200","82,000","77,600","78,700",2024/12/16
"393,936,900","5,055","2,000",2.61,1,"4,226,512","332,626,494,400","78,700","78,700","77,000","77,500",2024/12/13
"249,410,100","3,217","-1,100",-1.41,2,"4,226,512","324,173,470,400","76,700","78,400","76,700","78,100",2024/12/12
"781,810,000","10,184","1,900",2.50,1,"4,226,512","328,822,633,600","77,800","78,200","75,200","76,000",2024/12/11
"199,268,600","2,649","2,200",2.99,1,"4,226,512","320,792,260,800","75,900","76,500","73,300","73,700",2024/12/10
"1,036,090,700","14,227","-2,200",-2.90,2,"4,226,512","311,493,934,400","73,700","75,400","72,100","74,300",2024/12/09
"1,555,233,500","20,681","-2,000",-2.57,2,"4,226,512","320,792,260,800","75,900","77,200","73,500","76,900",2024/12/06
"583,832,000","7,577","-1,200",-1.52,2,"4,226,512","329,245,284,800","77,900","78,000","76,400","77,800",2024/12/05
"861,290,100","11,118",-100,-0.13,2,"4,226,512","334,317,099,200","79,100","79,100","76,100","77,200",2024/12/04
"850,579,300","10,848","2,300",2.99,1,"4,226,512","334,739,750,400","79,200","79,300","76,700","76,800",2024/12/03
"313,378,700","4,094",-400,-0.52,2,"4,226,512","325,018,772,800","76,900","77,300","76,100","77,300",2024/12/02
"565,606,300","7,405","-1,200",-1.53,2,"4,226,512","326,709,377,600","77,300","78,500","75,400","78,500",2024/11/29
"311,109,200","3,988","1,300",1.68,1,"4,226,512","331,781,192,000","78,500","78,700","76,200","77,600",2024/11/28
"172,327,300","2,241",200,0.26,1,"4,226,512","326,286,726,400","77,200","77,300","76,500","77,000",2024/11/27
"345,976,200","4,516",-300,-0.39,2,"4,226,512","325,441,424,000","77,000","77,400","76,000","77,200",2024/11/26
"263,304,600","3,439","1,600",2.11,1,"4,226,512","326,709,377,600","77,300","77,400","75,700","76,500",2024/11/25
"377,313,100","4,960","-1,100",-1.43,2,"4,226,512","319,946,958,400","75,700","76,900","75,500","76,600",2024/11/22
"330,788,000","4,322",-100,-0.13,2,"4,226,512","324,596,121,600","76,800","77,400","76,000","77,400",2024/11/21
"508,656,000","6,658",900,1.18,1,"4,226,512","325,018,772,800","76,900","77,000","75,700","76,200",2024/11/20
"503,736,900","6,589",600,0.80,1,"4,226,512","321,214,912,000","76,000","77,200","75,400","75,400",2024/11/19
"810,361,300","10,905","4,100",5.75,1,"4,226,512","318,679,004,800","75,400","75,500","72,100","72,400",2024/11/18
"1,970,530,400","27,765","-1,300",-1.79,2,"4,226,512","301,350,305,600","71,300","74,000","69,900","73,900",2024/11/15
