ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,"Connaught Place, Central, Hong Kong",줘중비아오,02	-2088-8526,2025.08.08 AM 11:40:57,2013/10/14,www.coloray.co.kr,기타 금융업,HK0000341732,"Coloray International Investment Co., Limited",컬러레이,900310,2017/08/10,"64,041,675",무액면,외국기업(소속부없음)
