ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,서울특별시 영등포구 여의나루로 50,김세준,0261141826,2025.08.08 AM 11:41:05,2025/03/17,"",금융 지원 서비스업,KR70037T0008,KB No.32 Special Purpose Acquisition Company,KB제32호스팩,0037T0,2025/07/04,"6,330,000",100,SPAC(소속부없음)
