ACNTCLS_MM,ADDR,CEO,CORP_TEL_NO,CURRENT_DATETIME,FOUND_DD,HPAGE,IND_NM,ISU_CD,ISU_ENG_NM,ISU_NM,ISU_SRT_CD,LIST_DD,LIST_SHRS,PARVAL,SECT_NM
12,대전광역시 유성구 국제과학21로 62,홍영진,042-719-8893,2025.08.08 AM 11:22:56,2015/06/16,www.g-mintech.co.kr,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KR7452200009,"Mintech Co., Ltd.",민테크,452200,2024/05/03,"22,319,800",100,기술성장기업부
