ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"61,738,583","107,496",-2,-0.35,2,"36,031,288","20,790,053,176",577,590,560,578,2024/12/30
"23,993,450","42,631",3,0.52,1,"36,031,288","20,862,115,752",579,579,552,573,2024/12/27
"9,094,382","15,968",0,0.00,3,"36,031,288","20,754,021,888",576,579,564,579,2024/12/26
"8,466,511","14,808",0,0.00,3,"36,031,288","20,754,021,888",576,580,565,575,2024/12/24
"61,567,935","108,292",-2,-0.35,2,"36,031,288","20,754,021,888",576,577,560,570,2024/12/23
"23,098,769","40,455",-7,-1.20,2,"36,031,288","20,826,084,464",578,584,555,580,2024/12/20
"77,336,256","135,101",-2,-0.34,2,"36,031,288","21,078,303,480",585,585,568,585,2024/12/19
"14,025,434","23,999",1,0.17,1,"36,031,288","21,150,366,056",587,597,570,597,2024/12/18
"26,237,053","44,708",-2,-0.34,2,"36,031,288","21,114,334,768",586,598,577,580,2024/12/17
"49,871,422","84,872",17,2.98,1,"36,031,288","21,186,397,344",588,611,574,575,2024/12/16
"25,345,011","44,625",4,0.71,1,"36,031,288","20,573,865,448",571,580,560,570,2024/12/13
"29,288,912","51,690",-3,-0.53,2,"36,031,288","20,429,740,296",567,574,549,572,2024/12/12
"166,140,478","300,854",0,0.00,3,"36,031,288","20,537,834,160",570,580,540,553,2024/12/11
"153,809,197","283,854",70,14.00,1,"36,031,288","20,537,834,160",570,620,497,503,2024/12/10
"135,155,264","259,265",-66,-11.66,2,"36,031,288","18,015,644,000",500,560,496,560,2024/12/09
"81,606,537","143,112",-35,-5.82,2,"36,031,288","20,393,709,008",566,600,557,600,2024/12/06
"28,794,567","48,191",-3,-0.50,2,"36,031,288","21,654,804,088",601,604,591,604,2024/12/05
"30,074,832","50,026",-6,-0.98,2,"36,031,288","21,762,897,952",604,622,592,617,2024/12/04
"38,856,955","63,376",-8,-1.29,2,"36,031,288","21,979,085,680",610,624,602,602,2024/12/03
"20,579,028","33,109",-6,-0.96,2,"36,031,288","22,267,335,984",618,632,601,625,2024/12/02
"32,941,826","53,595",-1,-0.16,2,"36,031,288","22,483,523,712",624,630,586,625,2024/11/29
"13,142,849","20,974",-12,-1.88,2,"36,031,288","22,519,555,000",625,638,623,638,2024/11/28
"39,477,082","62,108",2,0.31,1,"36,031,288","22,951,930,456",637,638,626,636,2024/11/27
"21,365,691","33,962",13,2.09,1,"36,031,288","22,879,867,880",635,636,621,635,2024/11/26
"53,269,601","85,049",-1,-0.16,2,"36,031,288","22,411,461,136",622,640,616,632,2024/11/25
"16,044,518","25,615",-10,-1.58,2,"36,031,288","22,447,492,424",623,634,620,626,2024/11/22
